k,burst,wallet,ok,sendMs,miningMs,totalMs,gasUsed,blockNumber
10,1,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,14.52,9978.28,9992.79,3084424,103
10,1,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,14.43,9978.56,9992.99,3084424,103
10,1,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,14.35,9978.86,9993.21,3084424,103
10,1,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,14.28,9979.11,9993.39,3084424,103
10,1,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,14.17,9979.52,9993.69,3084424,103
10,1,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,13.38,9979.99,9993.38,3084424,103
10,1,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,13.24,9980.49,9993.72,3084424,103
10,1,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,13.16,9980.83,9993.99,3084424,103
10,1,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,13.13,9981.17,9994.30,3084424,103
10,2,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,14.77,9997.52,10012.30,3084412,104
10,2,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,14.49,9997.85,10012.34,3084424,104
10,2,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,14.40,9998.23,10012.63,3084424,104
10,2,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,14.29,9998.61,10012.90,3084424,104
10,2,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,14.25,9999.13,10013.38,3084424,104
10,2,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,14.21,9999.59,10013.80,3084424,104
10,2,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,14.21,10000.10,10014.31,3084424,104
10,2,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,14.28,10000.11,10014.39,3084412,104
10,2,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,13.73,10000.19,10013.92,3084424,104
10,2,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,14.16,10000.26,10014.42,3084424,104
10,3,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,16.37,9984.60,10000.97,3084424,105
10,3,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,15.69,9984.97,10000.67,3084424,105
10,3,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,15.71,9985.26,10000.96,3084424,105
10,3,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,15.62,9985.62,10001.24,3084424,105
10,3,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,15.59,9985.94,10001.52,3084424,105
10,3,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,15.16,9986.33,10001.49,3084424,105
10,3,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,15.05,9986.67,10001.72,3084424,105
10,3,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,15.22,9987.13,10002.34,3084424,105
10,3,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,15.24,9987.42,10002.66,3084424,105
10,3,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,15.68,9987.35,10003.03,3084424,105
10,4,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,26.20,9971.37,9997.57,3084424,106
10,4,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,25.82,9971.93,9997.75,3084424,106
10,4,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,25.72,9972.40,9998.12,3084424,106
10,4,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,26.18,9972.23,9998.41,3084424,106
10,4,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,25.23,9970.92,9996.15,3084424,106
10,4,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,25.50,9972.44,9997.94,3084424,106
10,4,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,25.55,9972.66,9998.20,3084424,106
10,4,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,25.55,9973.41,9998.96,3084424,106
10,4,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,25.55,9973.90,9999.46,3084424,106
10,4,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,25.94,9973.62,9999.56,3084424,106
25,0,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,33.44,11944.42,11977.86,3084412,107
25,0,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,33.15,11944.91,11978.06,3084424,107
25,0,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,33.15,11945.26,11978.41,3084424,107
25,0,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,33.29,11945.48,11978.77,3084424,107
25,0,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,38.56,11944.15,11982.71,3084424,107
25,0,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,32.68,11945.96,11978.64,3084424,107
25,0,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,32.78,11946.22,11979.00,3084424,107
25,0,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,32.80,11946.48,11979.28,3084424,107
25,0,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,32.91,11946.70,11979.60,3084424,107
25,0,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,32.91,23937.00,23969.90,3084424,108
25,0,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,33.42,23937.05,23970.47,3084424,108
25,0,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,33.56,23937.37,23970.93,3084412,108
25,0,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,33.71,23937.91,23971.62,3084424,108
25,0,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,33.85,23937.91,23971.75,3084424,108
25,0,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,33.93,23938.22,23972.15,3084424,108
25,0,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,34.00,23939.67,23973.67,3084412,108
25,0,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,63.71,11917.75,11981.46,3084424,107
25,0,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,67.17,11914.58,11981.75,3084424,107
25,0,0xd267b9F688796F795a650188EED87431a49E8d55,1,70.15,11911.77,11981.92,3084412,107
25,0,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,73.57,11908.63,11982.20,3084412,107
25,0,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,77.17,11905.22,11982.39,3084424,107
25,0,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,80.93,11901.68,11982.62,3084424,107
25,0,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,84.50,11898.36,11982.86,3084424,107
25,0,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,87.53,11895.47,11983.00,3084424,107
25,0,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,90.99,11892.55,11983.54,3084412,107
25,1,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,31.62,9992.61,10024.23,3084424,109
25,1,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,33.38,21960.96,21994.35,3084412,110
25,1,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,31.12,9993.14,10024.26,3084424,109
25,1,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,31.11,9993.48,10024.59,3084424,109
25,1,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,31.18,9994.18,10025.36,3084424,109
25,1,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,31.13,9994.49,10025.62,3084424,109
25,1,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,31.08,9994.85,10025.92,3084424,109
25,1,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,31.12,21959.63,21990.75,3084412,110
25,1,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,30.51,9995.11,10025.61,3084424,109
25,1,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,30.53,9995.34,10025.87,3084424,109
25,1,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,30.53,9995.68,10026.22,3084412,109
25,1,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,30.53,21959.97,21990.50,3084424,110
25,1,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,30.54,21960.35,21990.89,3084424,110
25,1,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,30.57,21960.76,21991.32,3084424,110
25,1,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,30.57,21960.97,21991.54,3084424,110
25,1,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,30.58,21961.42,21992.00,3084424,110
25,1,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,52.43,9974.70,10027.13,3084424,109
25,1,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,81.24,9948.03,10029.28,3084412,109
25,1,0xd267b9F688796F795a650188EED87431a49E8d55,1,85.58,9943.91,10029.49,3084400,109
25,1,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,58.68,9968.70,10027.38,3084424,109
25,1,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,61.89,9965.17,10027.06,3084424,109
25,1,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,65.45,9961.67,10027.12,3084424,109
25,1,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,68.55,9958.70,10027.25,3084424,109
25,1,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,72.33,9955.07,10027.40,3084424,109
25,1,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,76.27,9951.51,10027.78,3084424,109
25,2,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,36.04,10024.45,10060.49,3084424,111
25,2,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,35.85,10024.63,10060.48,3084424,111
25,2,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,37.61,21961.06,21998.67,3084412,112
25,2,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,35.78,10024.94,10060.72,3084424,111
25,2,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,35.78,9966.46,10002.24,3084424,111
25,2,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,35.80,9966.84,10002.64,3084424,111
25,2,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,35.89,9967.09,10002.98,3084424,111
25,2,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,35.94,9967.45,10003.39,3084424,111
25,2,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,36.00,21959.90,21995.90,3084424,112
25,2,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,35.41,9967.92,10003.33,3084424,111
25,2,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,35.29,21960.09,21995.38,3084424,112
25,2,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,35.28,21960.49,21995.76,3084424,112
25,2,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,33.03,10024.95,10057.98,3084424,111
25,2,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,35.25,21960.77,21996.02,3084412,112
25,2,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,35.29,21960.91,21996.20,3084424,112
25,2,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,35.31,21961.25,21996.56,3084424,112
25,2,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,55.02,9948.64,10003.66,3084424,111
25,2,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,59.36,9944.45,10003.81,3084424,111
25,2,0xd267b9F688796F795a650188EED87431a49E8d55,1,63.64,9940.33,10003.97,3084424,111
25,2,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,67.72,9936.39,10004.11,3084424,111
25,2,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,71.70,9932.56,10004.26,3084424,111
25,2,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,74.20,9929.48,10003.68,3084424,111
25,2,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,86.73,9917.31,10004.04,3084424,111
25,2,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,80.54,9923.19,10003.73,3084424,111
25,2,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,90.65,9913.47,10004.12,3084424,111
25,3,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,29.58,9974.72,10004.31,3084412,113
25,3,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,28.82,9972.63,10001.45,3084424,113
25,3,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,28.73,9973.01,10001.74,3084424,113
25,3,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,28.60,9973.24,10001.84,3084424,113
25,3,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,28.52,9973.53,10002.05,3084412,113
25,3,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,28.82,9974.86,10003.68,3084424,113
25,3,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,28.31,9973.90,10002.21,3084424,113
25,3,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,28.70,9975.15,10003.86,3084424,113
25,3,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,28.26,9975.50,10003.76,3084424,113
25,3,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,28.23,21989.80,22018.03,3084424,114
25,3,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,28.22,21990.50,22018.72,3084424,114
25,3,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,28.25,21991.10,22019.35,3084424,114
25,3,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,29.05,21991.59,22020.64,3084424,114
25,3,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,28.23,21991.50,22019.73,3084424,114
25,3,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,28.25,21991.92,22020.17,3084424,114
25,3,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,28.96,21991.89,22020.85,3084424,114
25,3,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,91.29,9916.08,10007.37,3084424,113
25,3,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,56.55,9948.21,10004.76,3084424,113
25,3,0xd267b9F688796F795a650188EED87431a49E8d55,1,60.68,9944.37,10005.05,3084424,113
25,3,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,64.71,9940.59,10005.30,3084412,113
25,3,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,68.48,9937.13,10005.61,3084412,113
25,3,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,71.23,9934.01,10005.24,3084424,113
25,3,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,75.41,9930.02,10005.43,3084424,113
25,3,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,79.51,9926.19,10005.70,3084424,113
25,3,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,83.28,9922.65,10005.94,3084424,113
25,4,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,49.02,9937.27,9986.29,3084424,115
25,4,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,48.68,21926.66,21975.34,3084424,116
25,4,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,48.61,21927.28,21975.89,3084424,116
25,4,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,48.54,21927.91,21976.45,3084424,116
25,4,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,44.73,9938.32,9983.05,3084424,115
25,4,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,48.39,21928.29,21976.68,3084424,116
25,4,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,48.00,21928.72,21976.72,3084424,116
25,4,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,44.88,9937.76,9982.64,3084424,115
25,4,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,47.33,21929.10,21976.44,3084424,116
25,4,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,47.29,21929.43,21976.72,3084424,116
25,4,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,44.57,9937.44,9982.02,3084424,115
25,4,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,44.58,9937.66,9982.24,3084424,115
25,4,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,44.60,9937.85,9982.45,3084424,115
25,4,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,44.61,9938.03,9982.64,3084424,115
25,4,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,44.64,9938.22,9982.86,3084424,115
25,4,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,44.64,9938.40,9983.04,3084424,115
25,4,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,65.09,9919.03,9984.12,3084424,115
25,4,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,68.75,9915.52,9984.27,3084424,115
25,4,0xd267b9F688796F795a650188EED87431a49E8d55,1,72.83,9911.61,9984.44,3084424,115
25,4,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,75.68,9908.24,9983.92,3084424,115
25,4,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,95.02,9890.26,9985.28,3084424,115
25,4,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,80.45,9903.45,9983.91,3084424,115
25,4,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,84.15,9899.95,9984.10,3084424,115
25,4,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,87.45,9896.73,9984.18,3084424,115
25,4,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,90.56,9893.78,9984.34,3084424,115
50,0,0x15d34AAf54267DB7D7c367839AAf71A00a2C6A65,1,61.78,35946.03,36007.81,3084424,119
50,0,0x9965507D1a55bcC2695C58ba16FB37d819B0A4dc,1,50.85,24007.27,24058.12,3084424,118
50,0,0x976EA74026E726554dB657fA54763abd0C3a0aa9,1,61.56,23941.48,24003.04,3084412,118
50,0,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,1,51.48,35951.16,36002.63,3084424,119
50,0,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,1,51.90,35951.00,36002.90,3084424,119
50,0,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,1,52.33,35950.81,36003.15,3084412,119
50,0,0xBcd4042DE499D14e55001CcbB24a551F3b954096,1,52.44,35950.94,36003.38,3084424,119
50,0,0x71bE63f3384f5fb98995898A86B02Fb2426c5788,1,52.57,35951.21,36003.78,3084424,119
50,0,0xFABB0ac9d68B0B445fB7357272Ff202C5651694a,1,52.64,35951.55,36004.19,3084424,119
50,0,0x1CBd3b2770909D4e10f157cABC84C7264073C9Ec,1,52.70,35951.79,36004.49,3084412,119
50,0,0xdF3e18d64BC6A983f673Ab319CCaE4f1a57C7097,1,52.78,35952.06,36004.84,3084424,119
50,0,0xcd3B766CCDd6AE721141F452C550Ca635964ce71,1,52.82,35952.30,36005.12,3084424,119
50,0,0x2546BcD3c84621e976D8185a91A922aE77ECEc30,1,52.89,35952.55,36005.44,3084424,119
50,0,0xbDA5747bFD65F08deb54cb465eB87D40e51B197E,1,52.95,35952.74,36005.69,3084424,119
50,0,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,1,52.40,35953.04,36005.44,3084412,119
50,0,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,1,52.37,35953.25,36005.61,3084424,119
50,0,0x20339A31E65428D18D68e248E739bF9DBFF52bB5,1,98.09,11927.13,12025.22,3084424,117
50,0,0x5EBb9480a4679D7147FaDcd595E046244f0f2e87,1,197.32,23805.77,24003.09,3084424,118
50,0,0xd267b9F688796F795a650188EED87431a49E8d55,1,102.33,11923.19,12025.52,3084424,117
50,0,0x3B2A2b63063C0C00773Cf5Bf8D93D9bf55c9b1FE,1,105.63,11919.99,12025.62,3084412,117
50,0,0xadfb6f114b5352Bb0aC90426D22271F3912E8066,1,108.98,11916.89,12025.87,3084412,117
50,0,0xdb1CBde6279F28A5e323fae7a1E07ac040cc2865,1,112.83,11913.31,12026.14,3084424,117
50,0,0x9eCaeB31815D8e3E665834f2556e5B7c365ddD32,1,116.13,11910.40,12026.53,3084424,117
50,0,0x244DF2E05E45b25525fC37EcB86905053D5344ab,1,119.99,11906.91,12026.90,3084424,117
50,0,0xc15bafdfdFe87E68232Fe4A7eC64Fb1077773289,1,122.97,11904.22,12027.20,3084424,117
50,0,0x7be5df3657e06CC77ecb6fC61FD732d90ac02122,1,199.33,23802.66,24001.98,3084424,118
50,0,0x89d10d4e07a3e759751700e05ADF07587f2aC71e,1,126.66,11900.08,12026.74,3084424,117
50,0,0x0119F0dE70b5d3AD71AE7B0da7C15c083519f954,1,131.22,11895.72,12026.93,3084424,117
50,0,0xBFb431E0588BD7e772a8B0066ac52789AeC8eB60,1,202.85,23799.06,24001.91,3084424,118
50,0,0x8420a5Ff930ddCbD0645dEB80a89Ac2fc47C64f7,1,206.00,23796.08,24002.08,3084424,118
50,0,0x9673F4280C3A9351d7946300B7bfA52460f5cd95,1,137.32,11889.49,12026.82,3084424,117
50,0,0xd44A79eCdb22a2dCc6559Bc4666f47cd2de20b6f,1,140.29,11886.58,12026.87,3084424,117
50,0,0xC06309e3bfDC9aCdb0cfEF1Dbf95c5472b316717,1,209.20,23792.66,24001.87,3084424,118
50,0,0x8fa970717C57Bc4d6b1E50Bbd71A36cE63eF5a2a,1,145.53,11881.52,12027.05,3084424,117
50,0,0x051AA15AA578A3Ee2a19ca40e3F00ec38ba5C476,1,148.77,11878.51,12027.28,3084424,117
50,0,0x4a07EeA1c50cB30744A5430b27D71669F7F1EaAf,1,151.92,11875.55,12027.47,3084424,117
50,0,0xdc95bBdc287D98E24E998cBDdA97447C3333e959,1,154.63,11872.29,12026.92,3084412,117
50,0,0xE5C02Cf148afFe4E1Ec519Aa9b4e83510C0c18d9,1,157.78,11869.31,12027.09,3084424,117
50,0,0x82480e197cb440F73d6E1dc756710147E96Ea614,1,211.26,23789.56,24000.82,3084412,118
50,0,0x36A1b7AB08a4F53B689506e6D99Ac4CdB8079B0b,1,214.42,23786.55,24000.97,3084424,118
50,0,0x834e1d5E711296cA702f4A08B0ead49cf7a2B903,1,218.63,23782.50,24001.13,3084424,118
